ID,Name,Task,Genes
GO:0050792,regulation of viral process,GO,"[""10206"",""103"",""10318"",""104"",""10410"",""10450"",""10465"",""10475"",""10581"",""10614"",""11043"",""11074"",""117854"",""128637"",""131578"",""140564"",""1460"",""147339"",""1642"",""164668"",""1654"",""1660"",""200315"",""200316"",""201626"",""2219"",""222537"",""22880"",""22954"",""23272"",""2332"",""23367"",""23633"",""24138"",""2494"",""26986"",""27074"",""27183"",""27350"",""2934"",""29883"",""29969"",""30835"",""3123"",""3146"",""325"",""339390"",""3428"",""3434"",""3440"",""3456"",""3576"",""3669"",""3838"",""388646"",""3956"",""3965"",""4057"",""4061"",""406933"",""407031"",""4153"",""4261"",""4599"",""4938"",""4940"",""5034"",""5045"",""51495"",""51574"",""51763"",""51773"",""5359"",""5465"",""54737"",""5478"",""5481"",""55223"",""55254"",""55337"",""558"",""5586"",""5610"",""5629"",""56649"",""56829"",""57506"",""5806"",""5819"",""5886"",""5987"",""6041"",""60489"",""6352"",""63901"",""64135"",""6590"",""6609"",""6732"",""6733"",""6737"",""6772"",""6780"",""684"",""6895"",""6993"",""7113"",""7124"",""7153"",""7155"",""7251"",""7301"",""7342"",""7538"",""7706"",""7726"",""7879"",""79720"",""8091"",""81559"",""8468"",""8519"",""85363"",""8547"",""8638"",""8724"",""8815"",""89870"",""90120"",""9023"",""9140"",""91543"",""920"",""9217"",""9474"",""9636"",""9683"",""972"",""9830""]"
GO:0050796,regulation of insulin secretion,GO,"[""1080"",""111"",""11132"",""114"",""131177"",""150"",""2029"",""222546"",""23409"",""252983"",""2645"",""2695"",""2696"",""2746"",""3123"",""3458"",""353500"",""3553"",""3569"",""3667"",""3670"",""3741"",""3767"",""4544"",""4760"",""4843"",""5071"",""5127"",""51768"",""55107"",""57555"",""5950"",""5978"",""63036"",""6352"",""640"",""6422"",""6616"",""6804"",""6810"",""6934"",""7021"",""7124"",""80024"",""8609"",""8938"",""9024"",""90550"",""9463"",""9854"",""9971""]"
GO:0050830,defense response to Gram-positive bacterium,GO,"[""1113"",""114770"",""114771"",""117285"",""1401"",""140596"",""140823"",""1511"",""1667"",""1668"",""1670"",""1672"",""1673"",""171389"",""2197"",""219972"",""2220"",""245909"",""245910"",""245928"",""245939"",""254773"",""29102"",""3105"",""3133"",""3140"",""3148"",""353142"",""353143"",""353144"",""3553"",""3569"",""3853"",""3929"",""4069"",""414325"",""4153"",""503618"",""5319"",""5320"",""54145"",""55576"",""55894"",""57115"",""5919"",""6036"",""6037"",""6039"",""613210"",""6170"",""6700"",""6868"",""7097"",""728358"",""820"",""8339"",""8343"",""8344"",""8346"",""8347"",""8349"",""837"",""84659"",""85236"",""8970"",""8993""]"
GO:0050867,positive regulation of cell activation,GO,"[""100133941"",""10148"",""10288"",""10451"",""10459"",""10524"",""10666"",""10673"",""10808"",""10859"",""11006"",""11126"",""11148"",""11221"",""115352"",""124912"",""126259"",""1326"",""1378"",""1445"",""149233"",""149840"",""160365"",""1604"",""177"",""1803"",""1880"",""199"",""2048"",""207"",""2214"",""2255"",""22914"",""2309"",""23149"",""2319"",""23308"",""2475"",""2534"",""259307"",""2621"",""2811"",""2812"",""2814"",""2815"",""29108"",""29126"",""30011"",""301"",""3071"",""30835"",""3105"",""3109"",""3113"",""3115"",""3122"",""3123"",""3125"",""3133"",""3135"",""3146"",""3329"",""3458"",""3479"",""3481"",""3485"",""353514"",""3553"",""3558"",""3565"",""3569"",""3572"",""3586"",""3592"",""3593"",""3594"",""3606"",""3717"",""3735"",""375033"",""3929"",""3932"",""3952"",""3965"",""399"",""403313"",""4067"",""406937"",""406991"",""407030"",""407048"",""4179"",""4282"",""4690"",""4773"",""4860"",""50943"",""51293"",""51561"",""5170"",""5290"",""5321"",""54106"",""54209"",""54537"",""55423"",""55626"",""558"",""5777"",""5781"",""5788"",""5819"",""59067"",""5914"",""596"",""604"",""6046"",""6188"",""6195"",""6348"",""6352"",""6375"",""63925"",""64109"",""64115"",""64127"",""64410"",""64581"",""64926"",""6541"",""6688"",""6714"",""6850"",""695"",""7037"",""7040"",""7048"",""7057"",""7158"",""7297"",""7409"",""7412"",""7474"",""7494"",""7525"",""7535"",""79576"",""79987"",""80381"",""81704"",""8440"",""84433"",""84630"",""85480"",""857"",""8600"",""8651"",""8740"",""8741"",""8764"",""90865"",""9092"",""912"",""916"",""923"",""940"",""952"",""959"",""961"",""970"",""972"",""975""]"
GO:0050870,positive regulation of T cell activation,GO,"[""100133941"",""10148"",""10288"",""10524"",""10808"",""10859"",""11006"",""11126"",""11148"",""11221"",""126259"",""1326"",""1378"",""1445"",""149233"",""160365"",""1604"",""177"",""1803"",""199"",""207"",""22914"",""2309"",""23149"",""2319"",""23308"",""2475"",""2534"",""259307"",""29108"",""29126"",""301"",""3071"",""30835"",""3105"",""3109"",""3113"",""3115"",""3122"",""3123"",""3125"",""3133"",""3135"",""3146"",""3329"",""3458"",""3479"",""3481"",""3485"",""3553"",""3558"",""3565"",""3569"",""3572"",""3592"",""3593"",""3594"",""3606"",""3717"",""3932"",""3952"",""3965"",""399"",""4067"",""406991"",""407030"",""4179"",""4690"",""4860"",""50943"",""51561"",""5170"",""5290"",""55423"",""55626"",""5777"",""5781"",""59067"",""5914"",""604"",""6046"",""6188"",""6352"",""6375"",""64115"",""64410"",""64926"",""6541"",""6714"",""7037"",""7048"",""7297"",""7409"",""7412"",""7494"",""7525"",""7535"",""79576"",""80381"",""81704"",""8440"",""84433"",""857"",""8600"",""8651"",""8740"",""8764"",""9092"",""912"",""916"",""923"",""940"",""959"",""961"",""970"",""975""]"
GO:0051251,positive regulation of lymphocyte activation,GO,"[""100133941"",""10148"",""10288"",""10451"",""10459"",""10524"",""10673"",""10808"",""10859"",""11006"",""11126"",""11148"",""11221"",""115352"",""126259"",""1326"",""1378"",""1445"",""149233"",""149840"",""160365"",""1604"",""177"",""1803"",""1880"",""199"",""2048"",""207"",""2214"",""2255"",""22914"",""2309"",""23149"",""2319"",""23308"",""2475"",""2534"",""259307"",""2621"",""29108"",""29126"",""30011"",""301"",""3071"",""30835"",""3105"",""3109"",""3113"",""3115"",""3122"",""3123"",""3125"",""3133"",""3135"",""3146"",""3329"",""3458"",""3479"",""3481"",""3485"",""3553"",""3558"",""3565"",""3569"",""3572"",""3586"",""3592"",""3593"",""3594"",""3606"",""3717"",""3932"",""3952"",""3965"",""399"",""4067"",""406991"",""407030"",""4179"",""4282"",""4690"",""4773"",""4860"",""50943"",""51293"",""51561"",""5170"",""5290"",""54106"",""54537"",""55423"",""55626"",""558"",""5777"",""5781"",""5788"",""59067"",""5914"",""596"",""604"",""6046"",""6188"",""6352"",""6375"",""63925"",""64115"",""64127"",""64410"",""64581"",""64926"",""6541"",""6688"",""6714"",""6850"",""695"",""7037"",""7040"",""7048"",""7158"",""7297"",""7409"",""7412"",""7494"",""7525"",""7535"",""79576"",""80381"",""81704"",""8440"",""84433"",""857"",""8600"",""8651"",""8740"",""8741"",""8764"",""9092"",""912"",""916"",""923"",""940"",""952"",""959"",""961"",""970"",""972"",""975""]"
GO:0051347,positive regulation of transferase activity,GO,"[""10006"",""100133941"",""10040"",""10111"",""10125"",""10210"",""1026"",""10333"",""10454"",""10464"",""10575"",""10576"",""1062"",""10728"",""10892"",""10899"",""10920"",""10961"",""10979"",""11035"",""11065"",""11232"",""11235"",""11284"",""11315"",""116"",""116986"",""120892"",""1236"",""128344"",""140609"",""143384"",""1436"",""146433"",""148252"",""149233"",""150"",""151"",""152"",""152110"",""153090"",""154"",""1616"",""1622"",""1654"",""1736"",""1742"",""1815"",""183"",""185"",""1856"",""1894"",""1906"",""1908"",""1917"",""1942"",""1950"",""1956"",""2011"",""2013"",""205428"",""2064"",""2069"",""207"",""2081"",""2146"",""2147"",""2185"",""219736"",""219771"",""2209"",""221938"",""2246"",""2247"",""225689"",""2260"",""22924"",""22974"",""23118"",""2321"",""2322"",""23328"",""23411"",""23531"",""245711"",""25"",""2547"",""255324"",""25778"",""25913"",""2621"",""26585"",""266740"",""2688"",""27338"",""283"",""284"",""285489"",""28984"",""29775"",""3084"",""3123"",""3265"",""3320"",""3326"",""335"",""3357"",""336"",""337"",""345611"",""3458"",""3479"",""348"",""3491"",""353514"",""3553"",""3565"",""3593"",""3630"",""3643"",""3690"",""387"",""3952"",""4057"",""406911"",""406991"",""407048"",""4101"",""4216"",""4217"",""4294"",""4296"",""4345"",""4361"",""4486"",""4504"",""4683"",""4739"",""4751"",""4908"",""4916"",""4921"",""493"",""4931"",""5058"",""5073"",""5111"",""51149"",""51343"",""51347"",""51422"",""51429"",""51438"",""5154"",""5155"",""51561"",""5170"",""51719"",""5294"",""5347"",""54209"",""54465"",""54769"",""5478"",""54921"",""55011"",""55135"",""5515"",""55294"",""55437"",""5558"",""5570"",""55704"",""5571"",""5580"",""5588"",""5594"",""5595"",""5604"",""5605"",""5606"",""5609"",""5618"",""5621"",""5629"",""566"",""56892"",""57091"",""57103"",""5716"",""57214"",""5728"",""5747"",""57561"",""57679"",""5770"",""5871"",""5899"",""5920"",""595"",""5982"",""5983"",""5984"",""5985"",""6091"",""6187"",""6188"",""6283"",""6352"",""6363"",""63922"",""63967"",""648"",""6500"",""65018"",""65057"",""653361"",""6622"",""6714"",""6794"",""6868"",""6885"",""6950"",""6997"",""7042"",""7057"",""7124"",""7164"",""7186"",""7189"",""7295"",""7329"",""7332"",""7422"",""7474"",""7520"",""7564"",""79075"",""796"",""79618"",""7984"",""79977"",""801"",""805"",""80725"",""808"",""80829"",""8091"",""8312"",""84630"",""8536"",""8550"",""8555"",""8600"",""8658"",""8754"",""8792"",""8817"",""8826"",""894"",""8945"",""896"",""90441"",""9094"",""91947"",""920"",""9212"",""92335"",""92345"",""9270"",""9314"",""9344"",""9370"",""94056"",""958"",""9618"",""9693"",""972"",""9770"",""991"",""9928"",""9966""]"
GO:0051962,positive regulation of nervous system development,GO,"[""10507"",""11344"",""114798"",""1826"",""22871"",""23013"",""23028"",""23363"",""23499"",""26259"",""27185"",""274"",""2803"",""2895"",""3458"",""3553"",""3569"",""406911"",""4137"",""4192"",""4311"",""51738"",""5176"",""5270"",""5583"",""5584"",""5764"",""6091"",""6092"",""627"",""63925"",""6604"",""7052"",""7124"",""7476"",""79953"",""84630"",""8482"",""9353"",""9820""]"
GO:0052372,modulation by symbiont of entry into host,GO,"[""10410"",""10475"",""10581"",""11043"",""11074"",""131578"",""2219"",""222537"",""23265"",""2519"",""2934"",""3123"",""3146"",""325"",""3440"",""3576"",""3685"",""3853"",""3956"",""3965"",""4061"",""4261"",""5034"",""5045"",""55223"",""55770"",""56649"",""5806"",""5819"",""6609"",""7113"",""7706"",""7726"",""81559"",""8519"",""85363"",""8547"",""857"",""8724"",""9023"",""920"",""972""]"
GO:0052547,regulation of peptidase activity,GO,"[""10010"",""10016"",""10017"",""10049"",""10134"",""1032"",""10392"",""10395"",""10399"",""10541"",""10542"",""10550"",""10892"",""11315"",""114548"",""114769"",""117584"",""1285"",""130399"",""1364"",""1365"",""1378"",""144568"",""1447"",""1457"",""1471"",""1475"",""1476"",""1509"",""1512"",""1611"",""1612"",""1654"",""177"",""1800"",""1893"",""1942"",""1944"",""1992"",""2043"",""207"",""2149"",""2152"",""2168"",""22861"",""22900"",""23151"",""23204"",""23385"",""23400"",""23411"",""23787"",""2537"",""255082"",""2597"",""2621"",""26355"",""26999"",""27074"",""27166"",""274"",""27429"",""2810"",""286204"",""2876"",""2896"",""2903"",""29108"",""2934"",""29843"",""3065"",""3092"",""3146"",""317"",""329"",""330"",""331"",""3329"",""340485"",""3428"",""3476"",""355"",""356"",""358"",""373509"",""374969"",""3932"",""3965"",""400410"",""4035"",""4057"",""4067"",""406884"",""406943"",""406948"",""406976"",""406980"",""406991"",""407019"",""407026"",""407048"",""4088"",""4102"",""4137"",""414899"",""4155"",""4210"",""4217"",""4318"",""444"",""4609"",""4671"",""4804"",""4824"",""4838"",""489"",""4898"",""5045"",""5054"",""5062"",""5076"",""50859"",""51024"",""51035"",""51065"",""51079"",""51107"",""5134"",""51499"",""5269"",""5271"",""5272"",""5275"",""5329"",""5366"",""54205"",""5468"",""55011"",""55031"",""55081"",""551"",""55367"",""55655"",""55795"",""55851"",""5641"",""56616"",""5684"",""5696"",""5698"",""57119"",""572"",""57333"",""57630"",""578"",""581"",""58484"",""5894"",""5978"",""5988"",""6091"",""6188"",""6195"",""6197"",""6279"",""6280"",""6317"",""6318"",""6406"",""64063"",""64065"",""6407"",""64115"",""64170"",""64581"",""6478"",""65018"",""653145"",""65992"",""6622"",""6657"",""666"",""668"",""6695"",""6714"",""6774"",""6850"",""7057"",""7076"",""7077"",""7124"",""7415"",""7422"",""7448"",""7498"",""7805"",""79594"",""79886"",""80196"",""80758"",""8301"",""831"",""834"",""83464"",""83595"",""83596"",""83874"",""841"",""842"",""8434"",""84630"",""8530"",""8743"",""8767"",""8772"",""8915"",""8996"",""9026"",""9131"",""9141"",""91662"",""9314"",""9447"",""9475"",""960"",""9647"",""9705"",""9806"",""9966"",""9994""]"
GO:0052548,regulation of endopeptidase activity,GO,"[""10016"",""10017"",""10049"",""10134"",""1032"",""10392"",""10395"",""10399"",""10541"",""10542"",""10550"",""10892"",""11315"",""114548"",""114769"",""117584"",""1285"",""130399"",""1378"",""144568"",""1447"",""1457"",""1509"",""1611"",""1612"",""1654"",""177"",""1800"",""1942"",""1944"",""1992"",""2043"",""207"",""2149"",""2152"",""2168"",""22861"",""22900"",""23151"",""23204"",""23385"",""23400"",""23411"",""23787"",""2537"",""255082"",""2597"",""2621"",""26355"",""26999"",""27074"",""27166"",""274"",""27429"",""2810"",""286204"",""2876"",""2903"",""29108"",""2934"",""29843"",""3065"",""3092"",""3146"",""317"",""329"",""330"",""331"",""3329"",""340485"",""3428"",""3476"",""355"",""356"",""358"",""373509"",""3932"",""3965"",""400410"",""4057"",""4067"",""406884"",""406943"",""406948"",""406980"",""406991"",""407019"",""407026"",""407048"",""4088"",""4102"",""4137"",""414899"",""4155"",""4210"",""4217"",""4318"",""444"",""4609"",""4671"",""4804"",""4824"",""4838"",""489"",""4898"",""5045"",""5054"",""5062"",""5076"",""50859"",""51024"",""51065"",""51079"",""51107"",""5134"",""51499"",""5269"",""5271"",""5272"",""5275"",""5329"",""5366"",""54205"",""5468"",""55011"",""55031"",""55081"",""551"",""55367"",""55655"",""55795"",""55851"",""5641"",""56616"",""5684"",""5696"",""5698"",""572"",""57630"",""578"",""581"",""58484"",""5894"",""5978"",""5988"",""6091"",""6188"",""6195"",""6197"",""6279"",""6280"",""6317"",""6406"",""64065"",""6407"",""64115"",""64170"",""64581"",""6478"",""653145"",""6622"",""6657"",""666"",""668"",""6695"",""6714"",""6774"",""6850"",""7057"",""7076"",""7124"",""7422"",""7448"",""7498"",""7805"",""79594"",""79886"",""80196"",""80758"",""8301"",""831"",""834"",""83464"",""83595"",""83596"",""83874"",""841"",""842"",""8434"",""84630"",""8743"",""8767"",""8772"",""8915"",""8996"",""9026"",""9131"",""9141"",""91662"",""9314"",""9447"",""9475"",""960"",""9647"",""9705"",""9806"",""9966"",""9994""]"
GO:0060284,regulation of cell development,GO,"[""1003"",""1021"",""10272"",""10288"",""10413"",""10456"",""10507"",""10524"",""10826"",""10859"",""11005"",""11006"",""11025"",""11221"",""11344"",""114798"",""114803"",""115352"",""116151"",""118"",""120892"",""121504"",""1230"",""123169"",""1378"",""1432"",""1435"",""146433"",""149233"",""1493"",""1499"",""1524"",""161882"",""1630"",""171392"",""177"",""1826"",""1903"",""207"",""2113"",""2124"",""2147"",""2185"",""2200"",""2213"",""222166"",""2242"",""23013"",""23028"",""2309"",""23240"",""23363"",""23499"",""246778"",""259307"",""26013"",""2621"",""2623"",""26259"",""27086"",""27166"",""27185"",""274"",""2803"",""282618"",""2896"",""2931"",""2932"",""301"",""3059"",""3091"",""3106"",""3122"",""3123"",""3135"",""3146"",""3148"",""3202"",""3204"",""325"",""3276"",""3297"",""3303"",""3304"",""3313"",""338382"",""3440"",""3456"",""3458"",""3479"",""3551"",""3553"",""3558"",""3565"",""3569"",""3586"",""3593"",""3605"",""3623"",""3624"",""3630"",""3665"",""3956"",""3958"",""3965"",""3976"",""399"",""405"",""406911"",""406937"",""406991"",""407006"",""407007"",""407030"",""4137"",""4168"",""4179"",""4192"",""4311"",""440712"",""4504"",""4602"",""4609"",""4659"",""4850"",""4853"",""4860"",""4880"",""5047"",""50848"",""50943"",""51176"",""51441"",""51561"",""5176"",""5196"",""5270"",""53342"",""54106"",""54623"",""5469"",""54997"",""55170"",""55294"",""554313"",""55626"",""558"",""5583"",""5584"",""5600"",""56203"",""5624"",""567"",""5678"",""56896"",""56998"",""57095"",""57142"",""5744"",""5764"",""58497"",""5914"",""6009"",""604"",""6046"",""6091"",""6092"",""6093"",""6223"",""627"",""6348"",""6376"",""63925"",""64115"",""6422"",""64410"",""64581"",""646"",""64689"",""64783"",""6497"",""652"",""6604"",""6664"",""6688"",""677"",""6772"",""6774"",""6777"",""6850"",""6886"",""695"",""6988"",""7052"",""7122"",""7124"",""7130"",""7132"",""714"",""7189"",""7414"",""7422"",""7473"",""7476"",""7494"",""7535"",""7538"",""7564"",""79576"",""79577"",""80349"",""814"",""8294"",""8359"",""8360"",""8361"",""8362"",""8363"",""8364"",""8365"",""8366"",""8367"",""8368"",""8370"",""841"",""84293"",""84524"",""84630"",""8482"",""85477"",""859"",""8600"",""861"",""8651"",""8737"",""8772"",""9092"",""91"",""92"",""920"",""9290"",""9294"",""9353"",""9370"",""9444"",""9475"",""9607"",""9646"",""9693"",""972"",""9820"",""9856"",""9935""]"
GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,GO,"[""10578"",""114771"",""117285"",""130120"",""140823"",""140850"",""1667"",""1668"",""1670"",""1672"",""1673"",""1991"",""2147"",""2197"",""2597"",""3151"",""3273"",""3853"",""4057"",""4589"",""5196"",""5319"",""54145"",""57115"",""60343"",""6037"",""6039"",""6156"",""6170"",""6223"",""6278"",""6280"",""6283"",""6357"",""6372"",""6406"",""728358"",""81623"",""820"",""8339"",""8343"",""8344"",""8346"",""8347"",""8349"",""84659"",""85236"",""8970"",""8993""]"
GO:0062098,regulation of programmed necrotic cell death,GO,"[""11035"",""1540"",""26471"",""291"",""329"",""330"",""406996"",""407004"",""407006"",""5071"",""57162"",""81030"",""83737"",""839"",""841"",""8473"",""8531"",""8737"",""8837"",""9825""]"
GO:0070301,cellular response to hydrogen peroxide,GO,"[""10013"",""10105"",""10276"",""11315"",""1894"",""1906"",""2168"",""23064"",""23411"",""2395"",""25"",""3569"",""358"",""388"",""4217"",""4780"",""51157"",""55139"",""5580"",""5598"",""5603"",""59338"",""5970"",""6188"",""7226"",""7295"",""847"",""8989""]"
GO:0070482,response to oxygen levels,GO,"[""100"",""101"",""10370"",""10449"",""10525"",""10533"",""112398"",""1137"",""1139"",""1141"",""1263"",""126374"",""132864"",""1387"",""139341"",""147007"",""1803"",""2033"",""2034"",""205"",""212"",""2168"",""22933"",""2308"",""23411"",""23545"",""2627"",""26355"",""26608"",""283"",""28984"",""28996"",""29979"",""29997"",""3091"",""3163"",""355"",""358"",""360"",""3708"",""3709"",""3778"",""378938"",""405"",""406932"",""406952"",""406982"",""406996"",""407008"",""407040"",""4088"",""4089"",""4504"",""4609"",""4720"",""4780"",""4824"",""4985"",""5034"",""50809"",""5163"",""5165"",""523"",""5230"",""5300"",""537"",""5371"",""54541"",""54583"",""54890"",""56776"",""57103"",""5740"",""58157"",""5978"",""6095"",""6261"",""64428"",""64506"",""65018"",""664"",""665"",""677"",""6839"",""6868"",""7012"",""7015"",""7040"",""7042"",""7043"",""7054"",""7184"",""7291"",""7351"",""7391"",""7422"",""7428"",""79625"",""79723"",""84069"",""84317"",""84890"",""84962"",""857"",""863"",""8994"",""9114"",""9520"",""9550"",""9777"",""9915""]"
